winner,moves
black,e4 e6 d4 d5 Nd2 Nf6 e5 Nfd7 Bd3 c5 c3 Nc6 Ne2 Qb6 Nf3 cxd4 cxd4 Bb4+ Bd2 Be7 O-O Qxb2 Nc3 Qb6 Rb1 Qc7 Nb5 Qb8 Bg5 f6 exf6 gxf6 Bh4 Rg8 Re1 a6 Rxe6 axb5 Bxb5 Qf4 Bg3 Qf5 Qe1 Kf7 Re2 Bd8 Nh4 Qh5 Rc2 Kg7 Be2 Qe8 Nf5+ Kh8 Qd1 Qe6 Bg4 Nde5 dxe5 Rxg4 Qxg4 Qxf5 Qd1 fxe5 Rcb2 d4 Qc1 Bf6 Qc5 Be7 Qc4 Be6 Qc1 Ba3
black,d4 Nf6 c4 g6 Nc3 Bg7 e4 d6 Be2 O-O Nf3 e5 O-O Nc6 d5 Ne7 h3 Ne8 Be3 f5 Bd3 Bd7 Qb3 Qc8 c5 f4 Bd2 Bxh3 gxh3 Qxh3 cxd6 Nf5 Be2 Qg4+ Kh1 Ng3+ fxg3 Qh3+ Kg1 fxg3 Be3 Bh6 Bc5 cxd6 Na4 Rxf3 Rxf3 Qh2+ Kf1 g2+ Ke1 dxc5 d6+ Kh8 Rf8+ Bxf8 Kd2 Nxd6 Kc2 c4 Qe3 Nb5 Rd1 Nd4+ Kb1 Nxe2 Nc3 g1=Q Rxg1 Nxc3+ bxc3 Ba3 Qc1 Bxc1 Rxc1 Rf8 Rc2 Qg1+ Kb2 Rf1 Ka3 Rb1 Rd2 Qc1+ Ka4 Qxd2 a3 Qd7+ Ka5 Qb5#
black,e4 e6 d4 d5 Bd3 dxe4 Bxe4 Nf6 Bf3 c5 Ne2 Nc6 Be3 Qb6 Nbc3 Qxb2 Rb1 Qa3 Nb5 Qa5+ Qd2 Nb4 Nbc3 cxd4 Bxd4 e5 Be3 Bf5 Rb2 Rd8 Qc1 e4
white,d4 Nf6 Nf3 e6 c4 d5 Nc3 Bb4 Bg5 O-O e3 h6 Bxf6 Qxf6 Qb3 a5 a3 dxc4 Qc2 Bxc3+ bxc3 b5 a4 c6 Be2 Nd7 O-O e5 Qe4 Re8 axb5 Bb7 Bxc4 exd4 Qxd4 Qxd4 cxd4 Nb6 bxc6 Bxc6 Nd2 Nxc4 Nxc4 Bb5 Rfc1 Rec8 Nd6 Rxc1+ Rxc1 Rb8 Rb1
draw,d4 Nf6 c4 e6 Nc3 Bb4 Bg5 c5 a3 Bxc3+ bxc3 Qa5 Bd2 Ne4 Qc2 Nxd2 Qxd2 O-O Nf3 d6 e3 Nd7 Bd3 Qc7 O-O Nf6 Rab1 e5 Qc2 Re8 Ng5 h6 Ne4 Nxe4 Bxe4 Rb8 f4 exd4 exd4 Bd7 f5 cxd4 cxd4 b5 c5 dxc5 f6 Qd6 Bh7+
black,e4 c5 Nf3 Nc6 d4 cxd4 Nxd4 Nf6 Nc3 e5 Ndb5 d6 Bg5 a6 Na3 b5 Nd5 Be7 Bxf6 Bxf6 c3 O-O Be2 Bg5 O-O f5 f3 Ne7 c4 Be6 Nxe7+ Bxe7 cxb5 axb5 Bxb5 Qb6+ Kh1 Rxa3 bxa3 Qxb5 Rb1 Qa6 exf5 Bxa2 Rb4 d5 Re1 Bxb4 axb4 Qc4 Rxe5 Qxb4 h3 Bc4 Qd4 Rxf5 Re8+ Rf8 Re6 Qb7 Qe5 Qb8 Qg5 Re8
draw,d4 Nf6 c4 g6 Nc3 Bg7 e4 O-O Nf3 c5 d5 e6 Bd3 exd5 cxd5 d6 O-O Bg4 h3 Bxf3 Qxf3 Nfd7 Bd2 Ne5 Qe2 Nxd3 Qxd3 Nd7 Bf4 Ne5 Bxe5 Bxe5 f4 Bg7 Rae1 Qb6 Qd2 Rae8 Kh1 Qd8 Re2 a6 Rfe1 Qc7 e5 dxe5 d6 Qd7 fxe5 Re6 Nd5 Rfe8 Qf4 f6 Nc7 fxe5 Qc4
white,d4 Nf6 Nf3 e6 c4 c5 d5 exd5 cxd5 d6 Nc3 Bf5 e4 Bg4 Be2 Nbd7 Nd2 Bxe2 Qxe2 Be7 O-O O-O Nc4 Re8 Bf4 Nb6 Ne3 g6 Bh6 Bf8 Bxf8 Kxf8 Qf3 Kg7 Rfe1 a6 h3 Nbd7 Nc4 Ne5 Nxe5 Rxe5 Qg3 b5 f4 Nh5 Qf3 Re8 Rad1 Qh4 g4 b4 Ne2 Nf6 Nc1 Nxd5 Re2 Nc7 f5 Nb5 Qf4 Nd4 Rf2 gxf5 exf5 Qxh3 f6+ Kg8 Qg5+
black,e4 e5 Nf3 Nf6 d4 Nxe4 Bd3 d5 Nxe5 Bd6 Qe2 O-O O-O Nf6 Bg5 h6 Bh4 c5 Nc3 c4 Nxd5 cxd3 cxd3 Bxe5 dxe5 Qxd5 exf6 g5 Bg3 Bf5 h4 Bxd3 Qh5 Bxf1 Rxf1 Kh7 hxg5 Qxg5 Qe2 Nc6
black,e4 c5 Nf3 Nc6 d4 cxd4 Nxd4 Nf6 Nc3 e5 Ndb5 d6 Bg5 a6 Na3 b5 Nd5 Be7 Bxf6 Bxf6 c3 O-O Nc2 Rb8 b4 Bh4 a4 f5 g3 Bg5 Bd3 fxe4 Bxe4 bxa4 h4 Bh6 O-O Bh3 Bg2 Bxg2 Kxg2 a5 Nde3 axb4 Qd5+ Kh8 Qxc6 b3 Nb4 b2 Rab1 a3 Nc4 Rc8 Qd5 Qf6 Nxa3 e4 Qxe4 Qxc3 Nac2 Rc4 Qe2 Bc1 Re1 d5 Rd1 Re4 Qd3 Qc5 f3 Rc4 Qb3 Rc3 Qxd5 Rxc2+ Nxc2 Qxc2+ Kh1 Qxb1 Qf7 Rg8
black,d4 Nf6 Nd2 d5 e3 c5 c3 Nc6 Ngf3 Bg4 h3 Bxf3 Nxf3 e6 Be2 Bd6 O-O O-O Re1 c4 a4 Na5 Nd2 Qc7 f3 Bg3 Rf1 e5 e4 exd4 cxd4 Nh5 exd5 Bh2+ Kh1 Ng3+ Kxh2 Nxf1+ Kg1 Ne3
black,d3 d5 Nf3 Nf6 g3 c5 Bg2 Nc6 O-O e5 c4 d4 e3 Bd6 exd4 cxd4 b4 Nxb4 Nxe5 Bxe5 Re1 Nd7 f4 O-O fxe5 Nc5 Bf1 Bf5 Ba3 Nbxd3 Bxd3 Nxd3 Bxf8 Nxe1 Qxe1 Kxf8 Nd2 b6 Qf2 d3 Rf1 Bg6 h4 Qc7 g4 h6 h5 Bh7 g5 hxg5 h6 gxh6 Qf6 Kg8 Nf3 Bg6 e6 Qg3+
white,d4 Nf6 c4 e6 Nf3 c5 d5 exd5 cxd5 d6 Nc3 g6 e4 Bg7 Bb5+ Nbd7 a4 a6 Be2 O-O Nd2 Ne5 O-O Re8 h3 c4 Nxc4 Nxc4 Bxc4 Nxe4 Bd2 Nxc3 Bxc3 Qg5 Bxg7 Bxh3 Qf3 Kxg7 Qxh3 Re4 b3 Rh4 Qc3+ Kg8 g3 f5 Kg2 f4 Rh1 Rg4 Rxh7 f3+ Kxf3 Rf8+ Kg2 Rf6 Rah1 Kf8 Rxb7
draw,e4 e5 Nf3 Nc6 Bc4 Bc5 c3 Nf6 d3 d6 O-O O-O a4 Bg4 Nbd2 d5 exd5 Nxd5 h3 Bh5 Ne4 Bb6 g4 Bg6 Re1 a6 Ng3 Re8 d4 e4 Nh2 Na5 Bb3 Nxb3 Qxb3 c5 dxc5 Bxc5 Rd1 Qh4 Kg2 Qf6 Nf5 Bxf5 Qxd5 Bxg4 hxg4 Qxf2+ Kh1 e3 Rf1 Qg3 Qxf7+ Kh8 Qf3 Qh4 Qe2 Bd6 Rf3 Bxh2 Qxh2 Qe1+ Qg1 Qh4+ Qh2 Qe1+ Qg1 Qh4+ Qh2
black,e4 e5 Nf3 Nc6 Bc4 Nf6 Ng5 d5 exd5 Na5 Bb5+ c6 dxc6 bxc6 Be2 h6 Nf3 Bc5 d3 O-O O-O Re8 Nc3 Bf5 Nd2 Rb8 b3 Bd4 Bb2 Nb7 Rb1 Nd6 Bf3 Qa5 a4 Bxc3 Bxc3 Qxc3 Re1 c5 Qe2 Qxc2
black,e4 d5 exd5 Qxd5 Nc3 Qa5 Nf3 Nf6 d4 Bf5 Bd3 Bg6 O-O c6 Ne5 e6 Nxg6 hxg6 Ne4 Nbd7 c4 Nxe4 Bxe4 Nf6 Qd3 Bd6 f3
draw,c4 e6 b3 Nf6 Bb2 d5 cxd5 exd5 g3 c6 Bg2 Bf5 Nf3 Be7 O-O O-O d3 h6 Nbd2 a5 a4 Na6 Re1 Qb6 e4 dxe4 dxe4 Bg4 Bd4 Bc5 Bxc5 Nxc5 Qc2 Rad8 Re3 Rfe8 Rc1 Bxf3 Bxf3 Ne6 Nc4 Qc7 Bg2 Nd4 Qc3 Ng4 Ree1 b6 h3 Ne5 Nxe5 Rxe5 f4 Rc5 Qb2 Rxc1 Rxc1 c5 e5 Qd7 Kh2 Qe6 Rc3 h5 Bf1 h4 Bc4 Qh6 Qf2 hxg3+ Rxg3 Nf5 Rd3 Rxd3 Bxd3 Nd4 f5 Qh5 e6 fxe6 fxe6 Qe5+ Kh1 Nxe6 Bc4 Kh7 Qh4+ Kg6 Qg4+ Ng5 Bd3+ Kf6 h4 Qe1+ Kg2 Qd2+ Be2 Ne6 Qf3+ Ke7 Qb7+ Kf6 Qf3+ Nf4+ Kg3 Qxe2 Qxf4+ Kg6 Qd6+ Kh5 Qd5+ Kh6 Qd6+ g6 Qf8+ Kh7 Qf7+ Kh6 Qf8+ Kh7 Qf7+ Kh6 Qf8+ Kh7 Qf7+ Kh6 Qf8+ Kh7 Qf7+ Kh6 Qf8+
black,c4 e5 Nc3 Nf6 g3 Nc6 Bg2 Bb4 Nd5 O-O Nxb4 Nxb4 Nf3 e4 Nd4 d5 a3 dxc4 Nb5 Nbd5 Qc2 c6 Nc3 Bf5 e3 Nb6 O-O Re8 a4 Nbd7 Ne2 Ne5 b3 cxb3 Qxb3 Rb8 Nd4 Qd7 Ba3 Bh3 f4 exf3 Bxh3 Qxh3 Nxf3 Nxf3+ Rxf3 Ng4 Qxf7+ Kh8 Rf2 Nxf2 Kxf2 Qe6 Qf3 Rbd8 Ke2 Qc4+ Ke1 Qd3 Bb4 c5 Bc3 Rf8 Qe2 Qxe2+ Kxe2 Rf7 Rf1 Rdf8 Rxf7 Rxf7 Be5 Kg8 h4 a6 Kd3 b5 axb5 axb5 Kc3 Rb7 Bd6 c4 Bb4 Kf7 d3 cxd3 Kxd3 Ke6 Kd4 Rd7+ Kc5 Rd5+ Kc6 g6 Bc5 Ke5 Kxb5 Rxc5+ Kxc5 Ke4 Kd6 Kxe3 Ke6 Kf3 Kf6 Kxg3 Kg5 h5 Kxg6 Kxh4 Kf5 Kg3 Ke4 h4 Ke3 h3 Ke2 h2
white,e4 c5 Nf3 Nc6 d4 cxd4 Nxd4 Nf6 Nc3 e5 Ndb5 d6 Nd5 Nxd5 exd5 Ne7 c4 Nf5 Bd3 a6 Nc3 g6 O-O Bg7 Ne4 O-O Bg5 f6 Bd2 Ne7 Bb4 f5 Nxd6 e4 Bc2 Bxb2 Rb1 Be5 c5 b6 Nxc8 bxc5 Nxe7+ Qxe7 Ba3 Bd4 Qxd4
black,e4 c5 Nf3 d6 d4 cxd4 Nxd4 Nf6 Nc3 g6 g3 Bg7 Be3 O-O f3 a6 Qd2 Re8 Bd3 b5 O-O Bh3 Rfd1 b4 Nd5 Nxd5 exd5 Qa5 Bf2 Bd7 a3 Qb6 Ne6 Qb7 Nxg7 Kxg7 axb4 Bb5 Bxb5 axb5 Ra3 Nd7 Rda1 Rxa3 Rxa3 Ne5 b3 Nxf3+
black,e4 d5 exd5 Nf6 Nf3 Bg4 Be2 Qxd5 h3 Bh5 c4 Qd7 Nc3 e6 O-O c5 d4 cxd4 Nxd4 Bxe2 Ndxe2 Bc5 Bf4 a6 a3 O-O b4 Be7 c5 Nc6 Qxd7 Nxd7 Ne4 e5 Bg5 Bxg5 Nxg5 a5 Ne4 axb4 a4 Ra5 Nd6 Nxc5 f4 exf4 Rxf4 f6 Rc4 b6 Nb7 Nxb7 Rxc6 Ra6 Rb1 Na5 Rc7 b3 Nd4 Rd8 Ne6 Rd2 Rbc1 Ra8 Rxg7+ Kh8 Rcc7 Rxg2+ Kxg2 Rg8 Rxg8+ Kxg8 Rc1 Kf7 Nd4 b2 Rb1 Nc4 Nf5 Ke6 Rf1 Nd2 Re1+
white,e4 e6 d4 d5 Nd2 Nf6 e5 Nfd7 Bd3 c5 c3 Nc6 Ne2 cxd4 cxd4 f6 Nf4 Nxd4 Qh5+ Ke7 Ng6+ hxg6 exf6+ Nxf6 Qxh8 Nf5 Nf3 Bd7 O-O Qc7 Bg5 Re8 Qh3 Kd8 Rac1 Qb6 Ne5 Ne7 Nf7#
black,e4 e5 Nf3 Nc6 d4 exd4 Nxd4 Nf6 Nc3 Bb4 Bc4 O-O f3 d5 Nxc6 bxc6 exd5 Re8+ Kf1 cxd5 Nxd5 Re1+ Qxe1 Bxe1 Nxf6+ Qxf6 Kxe1 h6 Kf2 Bb7 Be3 Qxb2 Rab1 Qxc2+ Be2 Re8 Rxb7 Qxa2 Rxa7 Qe6 Ra3 f5 Rc1 Kh8 Bc4 Qd6 Rd3 Qxh2 Rcd1 Qh4+ Kg1 Qxc4 Bd4 c5 Ba1 Qe6 Bc3 c4 Re1 Qb6+ Bd4 Rxe1+ Kf2 Qe6
white,d4 d5 Bf4 Nf6 e3 c5 Nc3 e6 Nb5 Na6 Nf3 Bd7 a4 Be7 Be2 c4 O-O O-O h3 Qb6 Ne5 Bxb5 axb5 Qxb5 b3 Qe8 bxc4 dxc4 Bxc4 Nb4 c3 Ne4
black,e4 e5 Nf3 Nc6 Bb5 a6 Ba4 f5 Nc3 Nf6 d4 fxe4 Nxe5 Bd6 Ng4 O-O Bg5 Be7 Bb3+ Kh8 Nxf6 Bxf6 Be3 Qe8 O-O Na5 Bd5 c6 Bxe4 d5 Bd3 b5 Re1 Nc4 Bxc4 bxc4 Bg5 Qg6 Bxf6 Qxf6 f3 Bf5 Qd2 Qg6 Ne2 Bxc2 Nf4 Qf5 Re5 Qxf4 Qxc2 Qxd4+
black,e4 c5 d4 cxd4 c3 dxc3 Nxc3 e6 Nf3 Bb4 Qd4 Bxc3+ Qxc3 Nf6 Bg5 Nc6 Bc4 Qa5 Qxa5 Nxa5 Bd3 h6 Bf4 O-O Bd6 Re8 O-O b6 b4 Nc6 Rfc1 Bb7 a4 Rac8 a5 bxa5 bxa5 Nxa5 Rxc8 Rxc8 Rxa5 Rc1+ Bf1 Bxe4 Rxa7 Bd3 Nd2 Ne4
black,e4 e5 f4 exf4 Bc4 Qh4+ Kf1 Nf6 Nf3 Qh6 d4 Ng4 Nc3 c6 Ne2 d5 Bxf4 Qxf4 Nxf4 Ne3+ Ke2 Nxd1 Raxd1 dxc4 c3 Bg4 h3 Bxf3+ gxf3 Nd7 Rhg1 g6 d5 cxd5 Nxd5 O-O-O Rd4 Ne5 f4 Nd3 Rxc4+ Kb8 Kxd3 f5 exf5 Rxd5+ Ke4 Rxf5 Rd1 Bh6 Kf3 Rhf8 Rcd4 Rxf4+
black,e4 c6 d4 d5 e5 Bf5 h4 h5 Bd3 Bxd3 Qxd3 e6 Nf3 c5 c3 Nc6 Nbd2 Rc8 a3 Nh6 b4 cxd4 cxd4 Nf5 Bb2 Qb6 O-O Be7 Nb3 Nxh4 Nxh4 Bxh4 Rfc1 Bg5 Rc5 O-O Qe2 g6 Bc1 Be7 Rb5 Nxd4 Nxd4 Qxd4 Bb2 Qc4 Qxc4 Rxc4 Rxb7 Bh4 Rc1 Rfc8 Rxc4 dxc4 Bc3 Rd8 Rc7 Rd1+ Kh2 Bxf2 Rxc4 Rc1 Rc8+ Kg7 Rc7 Bd4 a4 Rxc3
white,e4 c5 Nf3 d6 d4 cxd4 Qxd4 Nc6 Bb5 Bd7 Bxc6 Bxc6 Nc3 e5 Qd3 h6 Be3 Nf6 O-O Be7 Nd2 O-O Rfd1 Qd7 f3 b5 Nb3 a5 Nd5 Bxd5 exd5 Qb7 a4 b4 f4 e4 Qd4 Bd8 h3 Re8 g4 Nd7 Qd2 Nb6 Kh2 Nc4 Qc1 Nxe3 Qxe3 Bb6 Qe2 e3 Rd3 Re4 Rf1 Qd7 Kg3 Qxa4 h4 Qb5 g5 hxg5 hxg5 a4 Nc1 Qc4 b3 axb3 cxb3 Qb5 Rh1 Ra1 Rc3 Qe8 Qh5 Kf8 Rc8 Bd8 Qh8+ Ke7 Qxg7 e2 Qf6+ Kd7 Rxd8+ Qxd8 Qf5+ Kc7 Qxe4 Qh8 Rxh8 e1=Q+ Qxe1
black,e4 c6 d4 d5 e5 Bf5 h4 h5 Bd3 Bxd3 Qxd3 e6 Nf3 c5 c3 Nc6 Nbd2 Nh6 Nf1 Be7 Ng3 Ng4 Ng5 Qb6 Ne2 cxd4 cxd4 Rc8 O-O a5 Be3 Nb4 Qd1 Rc7 Qa4+ Kf8 Rac1 Nc6 Rc2 Bxg5 hxg5 g6 Rfc1 Kg7 b3 Rhc8 Rc5 Qa6 Qb5 Qxb5 Rxb5 Nxd4 Rxc7 Nxe2+ Kf1 Ng3+ fxg3 Rxc7 Bb6 Rc1+ Ke2 Rc2+ Kd3 Rxa2 Rxa5 Rxa5 Bxa5 Nxe5+ Ke3 Nc6 Bc3+ e5 b4 d4+
black,e4 e6 d4 d5 Nc3 Nf6 Bg5 Be7 e5 Nfd7 Bxe7 Qxe7 f4 a6 Qh5 c5 Nf3 Nc6 O-O-O b5 dxc5 Nxc5 Bd3 Bb7 Kb1 b4 Ne2 O-O-O Ned4 Nxd4 Nxd4 Kb8 Qe2 Ka7 Nb3 Rb8 g4 Rhc8 Rhe1 Rc7 Qe3 Ka8 f5 Nxb3 axb3 Qc5 Qg5 g6 fxe6 fxe6 Rf1 a5 Rf6 Ba6 Qd2 Rb6 Bxa6 Rxa6 Qd3 Kb7 Qd2 Ka7 Qd4 Qxd4 Rxd4 g5 Rh6 Rac6 Rd2 Kb6 Rh5 Rf7 Rxg5 Rf1+ Ka2 Re1 Rh5 Rc7 Rf2 Kc5 Rf6 Kd4 Rf2 Ke3 Rg2 Kf3 Rg3+ Ke4 c3 Rf7
black,e4 c5 Nf3 e6 Nc3 a6 d3 Nc6 Be2 g6 O-O Bg7 Bd2 Nge7 Ne1 O-O Qb1 Nd4 Bd1 f5 Nf3 b6 Nxd4 cxd4 Na4 fxe4 dxe4 Bb7 Bf3 Qc7 c4 Be5 b3 Bxh2+ Kh1 Rxf3 gxf3 Rf8 Kg2 Nf5 exf5 Rxf5 Qxf5 gxf5 Kh3 Bxf3 Bg5 Bg4+ Kh4 Bf4 f3 Bg3#
white,e4 c6 Nf3 e6 d4 d5 Nc3 Nd7 Bg5 Be7 Bxe7 Nxe7 e5 f6 Bd3 fxe5 dxe5 O-O O-O Ng6 Bxg6 hxg6 Qd3 Qe8 Rfe1 Nc5 Qd4 Qe7 Qg4 Qf7 Nh4 Qf5
white,d4 d5 c4 e6 Nf3 Nd7 g3 Bd6 Bg2 h6 O-O Ngf6 Qc2 c6 Nbd2 b6 e4 dxe4 Nxe4 Nxe4 Qxe4 Bb7 Ne5 Bxe5 dxe5 Nc5 Qe2 Qd3 Qxd3 Nxd3 f4 Nxc1 Raxc1 Rd8 Rfd1 Ke7 Kf2 Rd7 Rxd7+ Kxd7 c5 Kc7 b4 b5 Rd1 a5 Rd4 axb4 Rxb4 Ra8 Rb2 Ra4 Bf1 Ra3 Rc2 b4 Bc4 Ba6 Bb3 Bb5 Ke3 Ra8 Rd2 Rd8 Rd6 g6 Ke4 h5 Kf3 Rh8 Kg2 Rd8 Kh3 Bf1+ Kh4 Rb8 Kg5 Rb5 Rd1 Be2 Rc1 Rb8 Kf6 h4 Kxf7 Bd3 Bxe6 hxg3 hxg3 Bf5 Bxf5 gxf5 e6 b3 axb3 Rxb3 e7 Rxg3 e8=Q Kb7 Rb1+ Ka6 Qa8#
white,d4 e6 c4 c6 Nf3 d5 g3 Bd7 Bg2 Na6 O-O Nf6 b3 h6 Nbd2 Bd6 Bb2 c5 cxd5 exd5 Rc1 cxd4 Nxd4 Nb4 a3 Na6 b4 O-O N2b3 b6 Nc6 Be6
black,e4 e5 c3 Nf6 d3 Be7 Nf3 Nc6 b4 a6 Bb2 d5 exd5 Nxd5 Nfd2 O-O Be2 Nf4 Ne4 Nxg2+ Kd2 Bf5 Kc2 Nf4 Bf3 Bg6 Bc1 f5 Bxf4 fxe4 Bg4 exd3+ Kb2 exf4 Be6+ Kh8 Nd2 Bf6 a3 Qd6 Bb3 Rfe8 Qf3 Re2 Rad1 Qe5
black,b4 c5 b5 d5 Bb2 Nf6 e3 Bf5 Be2 h6 d3 e6 Nd2 Be7 a4 O-O g4 Bh7 h4 Nfd7 Ngf3 g6 g5 h5 Ne5 Nxe5 Bxe5 Nd7 d4 Nxe5 dxe5 Qc7 f4 c4 Bxh5 gxh5 Qxh5 Bg6 Qg4 Qc5 Nf1 Qb4+ Kf2 Qb2 Rd1 Qxc2+ Rd2 Qe4 Rh2 Qf5 Qg3 c3 h5 cxd2 hxg6 d1=Q gxf7+ Rxf7 g6 Rg7
white,c4 c5 Nc3 Nc6 g3 g6 Bg2 Bg7 d3 e6 e4 Nge7 Nge2 O-O O-O f5 f4 fxe4 Nxe4 b6 N2c3 Bb7 Nd6 Qc7 Nce4 Nf5 Nxb7 Qxb7 a3 Qc7 Rb1 a5 Bd2 Ncd4 Bc3 Rab8 Re1 h6 b4 axb4 axb4 cxb4 Bxb4 Rfe8 g4 Nh4 Bd6 Qb7 Nf6+ Bxf6 Bxb7 Rxb7 Rf1 g5 Be5 Bxe5 fxe5 Rf8 Rxf8+ Kxf8 Qf1+ Ndf3+ Kh1 Kg7 Qe2 Rb8 c5 b5 Rf1 Nd4 Qf2 Ndf3 d4 b4 Qe3 b3 Rb1 b2 Qc3 Rb7 Rxb2 Ra7 Rb1 Ra2 Qb2 Rxb2 Rxb2 Nxd4 Rb7 Nhf3 Rxd7+ Kf8 Kg2 Ke8 Rh7 Nxe5 Rxh6 Nxg4 Rh7 Ne3+ Kg3 Nef5+ Kg4 Nc6 Kxg5 Ne5 Kf6 Nd7+ Kxe6 Nd4+ Kd6 Nf5+ Kc7 Nxc5 h4 Ne6+ Kb7 Nc5+ Kc6 Ne6 Kd5 Nf4+ Ke4 Nxh4 Kxf4 Ng6+ Kg5 Ne7 Kf6 Nd5+ Ke6 Nc7+ Kd6 Nb5+ Ke5 Nc3 Rc7 Ne2 Ke6 Nf4+ Kf5 Nd5 Rc5 Ne3+ Ke6 Ng4 Rc8#
black,c4 e5 g3 Nf6 Bg2 Nc6 Nc3 Bb4 d3 Bxc3+ bxc3 O-O e4 d6 Ne2 Ne8 O-O f5 f4 fxe4 Bxe4 Bh3 Bg2 Bxg2 Kxg2 Qd7 d4 b6 dxe5 Na5 Qd3 Kh8 exd6 Nxd6 Ba3 Qc6+ Qd5 Qxc4 Qxc4 Naxc4 Bb4 Ne3+ Kf3 Nxf1 Rxf1 Rfe8 Bxd6 cxd6 Nd4 Rac8 Rc1 d5 Nb5 Re7 Nd6 Rc6 Nf5 Rec7 Re1 Rxc3+ Kg4 h6 Nh4 Rc2 Ng6+ Kh7 Nf8+ Kg8 Ng6 Rxh2 Ne7+ Rxe7 Rxe7 Rxa2 Rd7 Ra4 Rxd5 a6 Kf3 Ra3+ Kf2 Kf7 g4 b5 Ke2 b4 Kd2 a5 Kc2 a4 g5 hxg5 fxg5 b3+ Kb1 Ra2 Rb5 Kg6 Rb7 Rg2 Ra7 Rg4 Ra5 Rxg5 Rxa4 Rb5 Kb2 Kh5 Ra8 g5 Rh8+ Kg4 Rg8 Kf3 Rf8+ Kg3 Rh8 g4 Rh7 Kg2 Rg7 g3 Rg6 Kf2 Rf6+ Kg1 Rg6 g2 Rg7 Rf5 Rc7 Kf2 Kxb3 g1=Q Rc2+ Kg3 Rc3+ Rf3
white,e4 c5 Nf3 g6 c3 Bg7 Bc4 Nc6 a4 e6 O-O Nge7 d3 O-O Bg5 h6 Bh4 g5 Bg3 Ng6 Bd6 Re8 Bxc5 d6 Be3 a6 Nbd2 Rb8 d4 b5 axb5 axb5 Bd3 b4 Qc2 e5 d5 Nce7 cxb4 Rxb4 Ra8 Qd7 Ra7 Rb7 Ra8 Rc7 Qb3 Rb7 Qc2 Qc7 Rc1 Qxc2 Rxc2 Bd7 Rxe8+ Bxe8 Nc4 Rd7 Nb6 Rd8 Rc7 g4 Nd2 h5 Ndc4 Bb5 Bf1 Rb8 g3 f5 Bg5 Bxc4 Nxc4 Rc8 Rxe7 Nxe7 Bxe7 fxe4 Bxd6 Rd8 Bxe5 Rxd5 Bxg7 Kxg7 Ne3 Rd2 b4 Rb2 b5 Kf6 Kg2 Ke5 h3 Kd4 hxg4 hxg4 Nxg4 Kd5 Ne3+ Kd4 g4 Ke5 Kg3 Rb3 Bc4 Rb4 Bf1 Rb3 g5 Ke6 Bc4+
white,c4 Nf6 g3 g6 Bg2 Bg7 Nc3 c6 d3 d5 cxd5 Nxd5 Nxd5 cxd5 Nf3 e6 O-O O-O d4 Nc6 Bf4 Qb6 b3 Nxd4 Be3 Nxf3+ exf3 d4 Bd2 Bd7 Rc1 Rac8 a4 a6 Re1 Bc6 a5 Qd8 Bb4 Re8 Ba3 e5 b4 Qd7 Qd2 f5 Bb2 e4 fxe4 fxe4 Rc4 Rcd8 Rd1 Bb5 Rc5 e3 fxe3 dxe3 Qxd7 Rxd7 Rxd7 Bxd7 Bxg7 Kxg7 Kf1 e2+ Ke1 Bb5 Bf3 Re3 Bxb7 Rb3 Rc1 Rxb4 Bf3 Rb2 h4 Ra2 Kf2 Rxa5 Bxe2 Bxe2 Kxe2 Ra2+ Ke3 h5 Rc6 a5 Ra6 Ra3+ Kf4 a4 g4 hxg4 Kxg4 Ra1 Kg5 a3 Rxg6+ Kh8 Kh6 a2 Ra6 Kg8 h5 Kh8 Ra8#
white,e4 c5 Nf3 g6 Bc4 Bg7 d4 cxd4 O-O Nc6 c3 dxc3 Nxc3 e6 Nb5 Bf8 Bg5 f6 Bf4 e5 Qd5 Qe7 Nc7+ Kd8 Nxa8 exf4 Rfd1 a6 Nb6 d6 Nxc8 Kxc8 Rac1 Kd7 Bxa6 bxa6 Qxc6+ Ke6 Qd5+ Kd7 Rc6 Qd8 Rxd6+ Bxd6 Qxd6+
white,Nf3 c5 e3 g6 d4 cxd4 exd4 Nf6 Bd3 Bg7 O-O d5 c4 O-O Nc3 e6 c5 Nc6 a3 a5 Na4 Nd7 Be3 b6 cxb6 Nxb6 Nc5 Nd7 Rc1 Qb6 Na4 Qb7 Qc2 Ne7 Qc7 Ra7 Qxb7 Rxb7 Rc2 Nb6 Nc5 Rc7 Bf4 Ra7 Bd6 Rd8 Be5 Nc6 Bxg7 Kxg7 Nxe6+ Bxe6 Rxc6 Na4 b4 Nb2 Be2 axb4 axb4 Rb8 b5 Nc4 Rc5 Rab7 Rb1 Na3 Rb3 Nc4 h3 Na5 Rb4 h6 Ne5 Kf6 Ra4 Nb3 Rc3 Nd2 Nc6 Rc8 Ra6 Ne4 Rf3+ Kg7 Rfa3 Bd7 Bd3 Nf6 f3 h5 g4 hxg4 hxg4 Nh7 Kf2 Ng5 Ne7 Ne6 Nxc8 Bxc8 Ke3 Bd7 Ra7 Bc8 Rxb7 Bxb7 Ra7 Nd8 b6 Bc8 Ra8
